417,1554925339,190410AFL2180,29.89,0.454,283.9,255.2,9075,-1034,57.61992,12.90358,0.446,0.026,0.27335,40.211,9565
412,1554925344,190410AFL2180,29.494,0.453,283.4,255.3,8924,-948,57.61675,12.89277,0.446,0.026,0.29207,41.624,10966
407,1554925349,190410AFL2180,29.098,0.452,282.9,255.4,8773,-820,57.61358,12.882,0.445,0.026,0.32297,43.162,13316
402,1554925354,190410AFL2180,28.703,0.451,282.4,255.4,8648,-704,57.61042,12.87123,0.445,0.026,0.35322,44.852,15632
397,1554925359,190410AFL2180,28.307,0.45,281.9,255.3,8573,-608,57.60725,12.86041,0.445,0.026,0.38034,46.686,17731
392,1554925364,190410AFL2180,27.911,0.449,281.5,254.9,8573,-24,57.6041,12.84961,0.447,0.026,0.53165,48.966,29629
387,1554925369,190410AFL2180,27.517,0.448,281.1,254.6,8573,-766,57.601,12.83883,0.448,0.026,0.3446,51.157,14986
382,1554925374,190410AFL2180,27.124,0.448,280.7,254.2,8573,-1145,57.5979,12.82805,0.449,0.026,0.24798,52.638,7506
377,1554925379,190410AFL2180,26.728,0.447,280.4,255,8299,-1306,57.59475,12.81725,0.446,0.026,0.20979,53.783,4441
372,1554925384,190410AFL2180,26.331,0.446,280.1,255.7,8025,-1720,57.59158,12.80642,0.443,0.025,0.15398,54.692,25
367,1554925389,190410AFL2180,25.934,0.445,279.8,256.2,7825,-2359,57.58841,12.79558,0.442,0.025,0.15482,55.464,14
362,1554925394,190410AFL2180,25.535,0.444,279.4,256.4,7674,-1901,57.58522,12.78473,0.441,0.025,0.15544,56.24,8
357,1554925399,190410AFL2180,25.136,0.444,279.1,256.6,7549,-1657,57.58199,12.77387,0.44,0.025,0.15593,57.018,5
352,1554925404,190410AFL2180,24.736,0.443,278.7,256.4,7500,-1566,57.57874,12.76304,0.441,0.025,0.15609,57.798,12
347,1554925409,190410AFL2180,24.337,0.442,278.3,256,7500,-1432,57.57543,12.7523,0.442,0.025,0.17505,58.626,1490
342,1554925414,190410AFL2180,23.94,0.441,277.9,256.8,7198,-1321,57.572,12.74174,0.439,0.025,0.20421,59.574,3614
337,1554925419,190410AFL2180,23.542,0.44,277.4,256.7,7100,-1244,57.56843,12.73134,0.439,0.025,0.22172,60.639,4937
332,1554925424,190410AFL2180,23.144,0.439,276.9,256.7,6998,-1273,57.56471,12.7211,0.439,0.025,0.21034,61.719,4036
327,1554925429,190410AFL2180,22.747,0.438,276.4,256.8,6824,-1337,57.56088,12.71104,0.439,0.025,0.18965,62.719,2390
322,1554925434,190410AFL2180,22.352,0.437,275.8,256.8,6673,-1381,57.55698,12.70116,0.439,0.025,0.17317,63.626,1081
317,1554925439,190410AFL2180,21.956,0.436,275.1,256.6,6548,-1408,57.553,12.69138,0.439,0.025,0.16028,64.46,65
312,1554925444,190410AFL2180,21.562,0.434,274.4,256.3,6447,-1415,57.549,12.68168,0.44,0.025,0.15993,65.261,26
307,1554925449,190410AFL2180,21.169,0.433,273.6,256.1,6299,-1357,57.54501,12.67202,0.441,0.025,0.16185,66.065,144
302,1554925454,190410AFL2180,20.779,0.432,272.7,255.8,6197,-1303,57.54105,12.66239,0.442,0.025,0.17034,66.896,789
297,1554925459,190410AFL2180,20.388,0.43,271.8,255.3,6099,-1259,57.53709,12.65278,0.443,0.025,0.17592,67.761,1216
292,1554925464,190410AFL2180,19.997,0.428,270.9,255,5948,-1204,57.53314,12.64315,0.444,0.025,0.18492,68.663,1884
287,1554925469,190410AFL2180,19.61,0.427,269.8,254.4,5850,-1121,57.52923,12.63357,0.446,0.026,0.20057,69.627,3090
282,1554925474,190410AFL2180,19.224,0.425,268.7,253.8,5748,-993,57.52536,12.62404,0.448,0.026,0.22839,70.699,5235
277,1554925479,190410AFL2180,18.846,0.423,267.6,253,5673,-795,57.52166,12.61452,0.451,0.026,0.27712,71.963,9009
272,1554925484,190410AFL2180,18.482,0.421,266.5,251.9,5673,-604,57.51845,12.60495,0.455,0.026,0.32729,73.474,12944
267,1554925489,190410AFL2180,18.12,0.42,265.5,251,5673,-430,57.51537,12.5953,0.458,0.026,0.377,75.235,16857
262,1554925494,190410AFL2180,17.759,0.418,264.5,250.9,5449,-241,57.51239,12.58557,0.458,0.026,0.43602,77.268,21400
257,1554925499,190410AFL2180,17.398,0.416,263.7,250.1,5449,-61,57.50956,12.57571,0.461,0.026,0.49014,79.583,25692
252,1554925504,190410AFL2180,17.035,0.415,262.9,249.4,5449,0,57.50683,12.56568,0.464,0.026,0.51099,82.086,27379
247,1554925509,190410AFL2180,16.673,0.414,262.2,248.7,5449,-8,57.5044,12.55539,0.467,0.026,0.51174,84.643,27483
242,1554925514,190410AFL2180,16.31,0.413,261.5,248.1,5449,-121,57.50218,12.54491,0.469,0.026,0.48252,87.128,25225
237,1554925519,190410AFL2180,15.945,0.412,260.9,249.4,4974,-222,57.50004,12.53432,0.464,0.026,0.46122,89.488,23346
232,1554925524,190410AFL2180,15.58,0.411,260.2,249.2,4872,-263,57.49798,12.52369,0.464,0.026,0.45085,91.768,22519
227,1554925529,190410AFL2180,15.216,0.41,259.6,249,4774,-319,57.49603,12.51299,0.465,0.026,0.43654,93.986,21385
222,1554925534,190410AFL2180,14.851,0.409,259,248.6,4724,-436,57.49417,12.50224,0.466,0.026,0.405,96.09,18931
217,1554925539,190410AFL2180,14.486,0.408,258.5,248.2,4698,-362,57.49236,12.49143,0.468,0.026,0.42743,98.171,20702
212,1554925544,190410AFL2180,14.114,0.407,258,247.7,4698,-252,57.49057,12.4804,0.47,0.026,0.46125,100.393,23380
207,1554925549,190410AFL2180,13.739,0.406,257.6,247.3,4698,-166,57.48875,12.4693,0.471,0.026,0.49086,102.773,25731
202,1554925554,190410AFL2180,13.364,0.406,257.3,247.1,4672,-105,57.48689,12.45818,0.472,0.026,0.51527,105.288,27659
197,1554925559,190410AFL2180,12.988,0.405,257.1,246.9,4672,-103,57.48498,12.4471,0.473,0.026,0.5234,107.885,28313
192,1554925564,190410AFL2180,12.615,0.405,256.9,246.8,4672,-149,57.48302,12.43613,0.473,0.026,0.51643,110.485,27771
187,1554925569,190410AFL2180,12.244,0.405,256.8,246.7,4672,-214,57.4811,12.42519,0.474,0.026,0.49771,113.02,26303
182,1554925574,190410AFL2180,11.875,0.405,256.6,246.6,4623,-285,57.47925,12.4143,0.474,0.026,0.46931,115.438,24057
177,1554925579,190410AFL2180,11.51,0.404,256.2,246.3,4600,-362,57.47742,12.40353,0.475,0.026,0.43175,117.69,21127
172,1554925584,190410AFL2180,11.148,0.403,255.5,245.9,4547,-436,57.47559,12.39285,0.477,0.026,0.39245,119.751,18067
167,1554925589,190410AFL2180,10.789,0.401,254.6,245.2,4498,-492,57.47378,12.38225,0.479,0.027,0.35888,121.629,15477
162,1554925594,190410AFL2180,10.431,0.4,253.6,244.3,4472,-519,57.472,12.37164,0.483,0.027,0.33491,123.364,13660
157,1554925599,190410AFL2180,10.069,0.398,252.4,243.3,4423,-526,57.47022,12.36095,0.487,0.027,0.31886,124.998,12458
152,1554925604,190410AFL2180,9.705,0.396,251,242.2,4373,-523,57.46841,12.35019,0.491,0.027,0.30596,126.56,11508
147,1554925609,190410AFL2180,9.337,0.393,249.5,240.9,4324,-532,57.46658,12.33929,0.496,0.027,0.29009,128.05,10335
142,1554925614,190410AFL2180,8.968,0.391,247.9,239.5,4298,-549,57.46475,12.32837,0.502,0.027,0.27158,129.454,8976
137,1554925619,190410AFL2180,8.598,0.388,246.2,238,4249,-553,57.4629,12.31747,0.508,0.028,0.25863,130.78,8044
132,1554925624,190410AFL2180,8.23,0.385,244.4,236.4,4199,-545,57.461,12.30663,0.515,0.028,0.25139,132.055,7556
127,1554925629,190410AFL2180,7.868,0.382,242.6,234.9,4147,-546,57.4591,12.29599,0.522,0.028,0.24404,133.294,7062
122,1554925634,190410AFL2180,7.514,0.379,240.8,233.2,4098,-551,57.45725,12.28557,0.529,0.028,0.23695,134.496,6591
117,1554925639,190410AFL2180,7.167,0.376,238.9,231.5,4075,-539,57.45542,12.27539,0.537,0.029,0.23429,135.674,6475
112,1554925644,190410AFL2180,6.826,0.373,237,229.8,4022,-523,57.45361,12.26539,0.545,0.029,0.23155,136.839,6343
107,1554925649,190410AFL2180,6.492,0.37,235,228.1,3973,-521,57.45186,12.25557,0.553,0.029,0.22445,137.979,5878
102,1554925654,190410AFL2180,6.164,0.367,233,226.2,3947,-533,57.45014,12.24594,0.562,0.03,0.21337,139.073,5117
97,1554925659,190410AFL2180,5.839,0.364,231,224.4,3898,-549,57.44839,12.23641,0.571,0.03,0.20333,140.115,4426
92,1554925664,190410AFL2180,5.514,0.36,229,222.6,3848,-566,57.44661,12.22691,0.58,0.03,0.19595,141.113,3941
87,1554925669,190410AFL2180,5.19,0.357,227.1,220.9,3799,-600,57.44486,12.21742,0.589,0.031,0.18623,142.069,3271
82,1554925674,190410AFL2180,4.866,0.354,225.3,219.3,3750,-642,57.44315,12.20792,0.598,0.031,0.17673,142.976,2613
77,1554925679,190410AFL2180,4.542,0.352,223.5,217.8,3697,-682,57.44143,12.19841,0.606,0.031,0.16886,143.84,2074
72,1554925684,190410AFL2180,4.217,0.349,221.9,216.4,3622,-728,57.43971,12.18888,0.614,0.032,0.1655,144.676,1451
67,1554925689,190410AFL2180,3.895,0.347,220.5,215.2,3573,-770,57.43809,12.17936,0.621,0.032,0.16599,145.505,940
62,1554925694,190410AFL2180,3.581,0.344,219.1,214.1,3497,-788,57.43928,12.16991,0.627,0.032,0.16661,146.336,1120
57,1554925699,190410AFL2180,3.26,0.342,217.9,213.1,3422,-778,57.441,12.16051,0.633,0.033,0.16722,147.171,2050
52,1554925704,190410AFL2180,2.95,0.341,216.8,212.3,3350,-750,57.44213,12.15113,0.638,0.033,0.18407,148.049,3472
47,1554925709,190410AFL2180,2.647,0.339,215.9,211.5,3297,-718,57.44271,12.14182,0.642,0.033,0.20215,149.014,4905
42,1554925714,190410AFL2180,2.513,0.338,215,210.8,3248,-685,57.44293,12.1377,0.646,0.033,0.2167,150.062,6065
37,1554925719,190410AFL2180,2.232,0.336,214.1,210.1,3199,-652,57.447,12.13344,0.651,0.033,0.22446,151.164,6699
32,1554925724,190410AFL2180,1.926,0.335,213.1,209.2,3150,-619,57.45133,12.12843,0.656,0.034,0.22571,152.29,6833
27,1554925729,190410AFL2180,1.605,0.333,211.9,208.3,3074,-600,57.45582,12.123,0.662,0.034,0.2189,153.401,6336
22,1554925734,190410AFL2180,1.268,0.33,210.6,207.2,3025,-596,57.4604,12.117,0.669,0.034,0.20627,154.464,5408
17,1554925739,190410AFL2180,0.989,0.328,209.2,205.8,2999,-593,57.46505,12.117,0.678,0.035,0.19518,155.468,4616
12,1554925744,190410AFL2180,0.703,0.326,207.6,204.5,2949,-582,57.46976,12.11836,0.687,0.035,0.18982,156.43,4264
7,1554925749,190410AFL2180,0.417,0.323,206.1,203,2897,-573,57.47445,12.12,0.697,0.036,0.18696,157.372,4110
2,1554925754,190410AFL2180,0.136,0.321,204.5,201.6,2848,-547,57.47904,12.12154,0.706,0.036,0.1915,158.319,4533
0,1554925756,190410AFL2180,0,0.319,203.7,200.9,2823,-515,57.48128,12.12223,0.712,0.036,0.20076,158.807,5290
347,1554888951,190410AUA323,24.265,0.459,287.1,254,10000,54,57.08172,12.10536,0.451,0.026,0.51717,2.644,28900
342,1554888956,190410AUA323,23.874,0.458,286.3,253.3,10000,-46,57.08821,12.10404,0.453,0.026,0.49005,5.162,26807
337,1554888961,190410AUA323,23.482,0.457,285.6,252.6,10000,-158,57.09469,12.10272,0.456,0.026,0.45982,7.537,24470
332,1554888966,190410AUA323,23.091,0.456,284.8,251.9,10000,-278,57.10116,12.10142,0.458,0.026,0.42748,9.755,21971
327,1554888971,190410AUA323,22.703,0.454,284,251.3,9974,-496,57.10758,12.10015,0.461,0.026,0.37055,11.75,17538
322,1554888976,190410AUA323,22.316,0.453,283.1,250.8,9924,-762,57.114,12.09886,0.463,0.026,0.30109,13.429,12136
317,1554888981,190410AUA323,21.927,0.452,282.3,250.4,9823,-1056,57.12044,12.09761,0.464,0.026,0.22443,14.743,6176
312,1554888986,190410AUA323,21.537,0.45,281.5,250.2,9698,-1333,57.12691,12.09639,0.465,0.026,0.15184,15.684,537
307,1554888991,190410AUA323,21.145,0.448,280.7,250,9547,-1511,57.1334,12.09514,0.465,0.026,0.1477,16.433,187
302,1554888996,190410AUA323,20.754,0.447,279.9,249.8,9399,-1598,57.13988,12.09386,0.466,0.026,0.14821,17.172,196
297,1554889001,190410AUA323,20.365,0.445,279.1,249.7,9222,-1605,57.14632,12.09261,0.466,0.026,0.14884,17.915,203
292,1554889006,190410AUA323,19.978,0.444,278.3,249.5,9098,-1557,57.15274,12.09139,0.467,0.026,0.14923,18.66,214
287,1554889011,190410AUA323,19.592,0.442,277.5,249.2,8973,-1482,57.15913,12.09014,0.467,0.026,0.14962,19.407,225
282,1554889016,190410AUA323,19.208,0.441,276.7,248.8,8875,-1406,57.16548,12.08886,0.469,0.026,0.14989,20.156,238
277,1554889021,190410AUA323,18.826,0.44,275.9,248.5,8773,-1366,57.17181,12.08761,0.47,0.026,0.15019,20.906,248
272,1554889026,190410AUA323,18.446,0.438,275.3,248.4,8648,-1371,57.1781,12.08639,0.47,0.026,0.15058,21.658,254
267,1554889031,190410AUA323,18.068,0.437,274.6,248.1,8550,-1418,57.18436,12.08514,0.471,0.026,0.15087,22.412,262
262,1554889036,190410AUA323,17.692,0.436,274,248,8422,-1505,57.19058,12.08386,0.471,0.026,0.15129,23.167,265
257,1554889041,190410AUA323,17.318,0.435,273.4,248,8297,-1629,57.19677,12.08261,0.472,0.026,0.15169,23.925,268
252,1554889046,190410AUA323,16.945,0.434,272.8,248,8150,-1785,57.20295,12.08139,0.471,0.026,0.1522,24.684,268
247,1554889051,190410AUA323,16.572,0.433,272.3,248,7999,-1936,57.20913,12.08014,0.471,0.026,0.15271,25.447,267
242,1554889056,190410AUA323,16.195,0.431,271.7,248.3,7798,-2014,57.21537,12.07886,0.47,0.026,0.15342,26.212,259
237,1554889061,190410AUA323,15.814,0.43,271.2,248.6,7598,-2042,57.22167,12.07761,0.469,0.026,0.15415,26.981,250
232,1554889066,190410AUA323,15.432,0.429,270.7,248.9,7398,-2041,57.228,12.07639,0.467,0.026,0.15488,27.754,241
227,1554889071,190410AUA323,15.052,0.428,270.3,249.1,7247,-1986,57.2343,12.07514,0.466,0.026,0.15541,28.529,235
222,1554889076,190410AUA323,14.674,0.428,269.8,249.3,7100,-1866,57.24056,12.07386,0.466,0.026,0.15594,29.308,229
217,1554889081,190410AUA323,14.299,0.427,269.5,249.5,6949,-1749,57.24677,12.07261,0.465,0.026,0.15648,30.089,222
212,1554889086,190410AUA323,13.925,0.426,269,249.7,6824,-1667,57.25297,12.07142,0.464,0.026,0.1569,30.872,218
207,1554889091,190410AUA323,13.553,0.425,268.5,249.7,6699,-1608,57.25913,12.07022,0.464,0.026,0.1573,31.658,216
202,1554889096,190410AUA323,13.182,0.424,267.9,249.7,6548,-1574,57.26527,12.069,0.464,0.026,0.15777,32.445,214
197,1554889101,190410AUA323,12.81,0.423,267.1,249.5,6424,-1564,57.27142,12.06777,0.464,0.026,0.15808,33.235,218
192,1554889106,190410AUA323,12.438,0.421,266.2,249,6322,-1580,57.27758,12.06656,0.466,0.026,0.15821,34.026,229
187,1554889111,190410AUA323,12.067,0.419,265,248.5,6174,-1603,57.28373,12.06531,0.468,0.026,0.15847,34.817,237
182,1554889116,190410AUA323,11.697,0.417,263.7,247.8,6050,-1593,57.28985,12.064,0.47,0.026,0.15855,35.61,251
177,1554889121,190410AUA323,11.33,0.415,262.2,247.1,5873,-1538,57.29593,12.06269,0.473,0.026,0.15877,36.403,263
172,1554889126,190410AUA323,10.964,0.412,260.5,246.1,5722,-1443,57.30198,12.06144,0.477,0.026,0.1588,37.197,278
167,1554889131,190410AUA323,10.602,0.409,258.7,244.9,5597,-1311,57.30798,12.06024,0.481,0.027,0.15862,37.991,297
162,1554889136,190410AUA323,10.245,0.406,256.8,243.5,5525,-1149,57.31389,12.05907,0.487,0.027,0.15814,38.783,320
157,1554889141,190410AUA323,9.893,0.403,255,242.1,5449,-954,57.31972,12.05799,0.492,0.027,0.15763,39.572,339
152,1554889146,190410AUA323,9.548,0.4,253.2,240.6,5397,-791,57.32546,12.05732,0.498,0.027,0.18772,40.436,2726
147,1554889151,190410AUA323,9.207,0.398,251.4,239.2,5348,-687,57.33113,12.0572,0.504,0.027,0.21955,41.454,5252
142,1554889156,190410AUA323,8.872,0.395,249.8,237.8,5298,-633,57.33672,12.05706,0.51,0.028,0.23706,42.595,6672
137,1554889161,190410AUA323,8.54,0.393,248.2,236.5,5249,-621,57.34224,12.05699,0.515,0.028,0.24134,43.791,7067
132,1554889166,190410AUA323,8.211,0.39,246.6,235.3,5197,-680,57.34772,12.05667,0.521,0.028,0.22365,44.954,5753
127,1554889171,190410AUA323,7.886,0.388,245.1,234,5148,-807,57.35313,12.05708,0.526,0.028,0.18553,45.977,2858
122,1554889176,190410AUA323,7.563,0.385,243.6,232.8,5098,-980,57.35846,12.05837,0.532,0.028,0.15439,46.826,408
117,1554889181,190410AUA323,7.243,0.383,242.2,231.9,5000,-1185,57.36374,12.05967,0.536,0.029,0.15507,47.6,406
112,1554889186,190410AUA323,6.927,0.381,240.8,231.3,4872,-1375,57.36897,12.061,0.539,0.029,0.15587,48.377,402
107,1554889191,190410AUA323,6.613,0.379,239.7,230.7,4724,-1518,57.37414,12.06233,0.541,0.029,0.15675,49.159,396
102,1554889196,190410AUA323,6.3,0.378,238.6,230.4,4547,-1602,57.37931,12.06367,0.543,0.029,0.15777,49.945,390
97,1554889201,190410AUA323,5.984,0.376,237.8,230.1,4400,-1620,57.38452,12.065,0.544,0.029,0.15863,50.736,385
92,1554889206,190410AUA323,5.667,0.375,237.1,229.9,4275,-1587,57.38975,12.06631,0.544,0.029,0.15936,51.531,381
87,1554889211,190410AUA323,5.349,0.374,236.7,229.9,4147,-1505,57.395,12.06758,0.544,0.029,0.16008,52.33,377
82,1554889216,190410AUA323,5.031,0.374,236.3,229.9,4049,-1419,57.40026,12.06886,0.544,0.029,0.16064,53.132,375
77,1554889221,190410AUA323,4.713,0.373,236.1,230.1,3924,-1370,57.40551,12.07014,0.544,0.029,0.16133,53.937,373
72,1554889226,190410AUA323,4.393,0.372,235.8,230.1,3822,-1362,57.41079,12.07141,0.543,0.029,0.16191,54.745,371
67,1554889231,190410AUA323,4.074,0.372,235.4,230,3724,-1392,57.41607,12.07265,0.544,0.029,0.16251,55.556,370
62,1554889236,190410AUA323,3.755,0.37,234.9,229.9,3599,-1451,57.42133,12.07393,0.544,0.029,0.16328,56.37,369
57,1554889241,190410AUA323,3.435,0.369,234.2,229.7,3474,-1487,57.42656,12.07578,0.545,0.029,0.16408,57.189,368
52,1554889246,190410AUA323,3.113,0.368,233.4,229.4,3297,-1485,57.43173,12.07842,0.546,0.029,0.16521,58.012,369
47,1554889251,190410AUA323,2.799,0.366,232.6,229,3150,-1438,57.43679,12.08093,0.548,0.029,0.16622,58.84,370
42,1554889256,190410AUA323,2.492,0.364,231.7,228.5,3025,-1340,57.44173,12.08341,0.551,0.029,0.16711,59.674,372
37,1554889261,190410AUA323,2.193,0.363,230.7,227.9,2923,-1175,57.44655,12.08567,0.553,0.029,0.16789,60.511,373
32,1554889266,190410AUA323,1.89,0.361,229.8,227.1,2848,-929,57.45127,12.089,0.557,0.029,0.17247,61.362,1659
27,1554889271,190410AUA323,1.587,0.36,228.8,226.3,2799,-673,57.45584,12.09299,0.561,0.03,0.24977,62.418,7671
22,1554889276,190410AUA323,1.29,0.358,227.8,225.4,2772,-445,57.46031,12.09691,0.565,0.03,0.31733,63.835,12977
17,1554889281,190410AUA323,0.998,0.356,226.8,224.4,2749,-282,57.46472,12.10075,0.57,0.03,0.36238,65.535,16559
12,1554889286,190410AUA323,0.707,0.354,225.6,223.3,2749,-180,57.4691,12.10458,0.576,0.03,0.38513,67.404,18420
7,1554889291,190410AUA323,0.422,0.352,224.3,222,2772,-125,57.47338,12.1084,0.583,0.03,0.38943,69.34,18852
2,1554889296,190410AUA323,0.141,0.35,222.9,220.6,2749,-93,57.47761,12.11218,0.591,0.031,0.38395,71.273,18500
0,1554889298,190410AUA323,0,0.349,222,219.7,2749,-85,57.47972,12.11407,0.595,0.031,0.37825,72.219,18102
402,1554928107,190410BAW130T,23.976,0.448,280.4,251.1,9275,-1487,57.24506,11.571,0.436,0.025,0.18142,0.921,407
397,1554928112,190410BAW130T,23.606,0.447,279.9,251.2,9147,-1513,57.24747,11.58149,0.435,0.025,0.17446,1.81,-151
392,1554928117,190410BAW130T,23.235,0.446,279.4,251.2,9022,-1542,57.24987,11.592,0.435,0.025,0.1667,2.663,-765
387,1554928122,190410BAW130T,22.864,0.445,279,251.3,8898,-1574,57.25228,11.60252,0.435,0.025,0.16711,3.498,-775
382,1554928127,190410BAW130T,22.488,0.444,278.5,251.3,8773,-1617,57.25475,11.61314,0.435,0.025,0.16751,4.334,-785
377,1554928132,190410BAW130T,22.113,0.443,278,251.4,8622,-1648,57.25725,11.62375,0.434,0.025,0.16801,5.173,-801
372,1554928137,190410BAW130T,21.738,0.442,277.5,251.5,8474,-1674,57.25972,11.63435,0.434,0.025,0.16849,6.014,-816
367,1554928142,190410BAW130T,21.363,0.441,277,251.6,8323,-1680,57.26216,11.64497,0.433,0.025,0.16897,6.858,-831
362,1554928147,190410BAW130T,20.99,0.44,276.4,251.6,8199,-1650,57.26458,11.65555,0.433,0.025,0.16937,7.704,-839
357,1554928152,190410BAW130T,20.619,0.439,275.9,251.7,8048,-1601,57.267,11.66608,0.433,0.025,0.16984,8.552,-853
352,1554928157,190410BAW130T,20.247,0.438,275.3,251.6,7923,-1558,57.26942,11.67661,0.433,0.025,0.17022,9.402,-861
347,1554928162,190410BAW130T,19.875,0.437,274.7,251.5,7825,-1525,57.27183,11.68717,0.433,0.025,0.1705,10.254,-861
342,1554928167,190410BAW130T,19.503,0.436,274,251.4,7697,-1502,57.27427,11.6977,0.433,0.025,0.17087,11.107,-868
337,1554928172,190410BAW130T,19.133,0.435,273.4,251.3,7572,-1486,57.27673,11.70817,0.434,0.025,0.17123,11.962,-872
332,1554928177,190410BAW130T,18.764,0.433,272.2,250.7,7447,-1489,57.27916,11.71861,0.436,0.025,0.17154,12.819,-855
327,1554928182,190410BAW130T,18.394,0.43,270.9,249.9,7323,-1497,57.28158,11.72908,0.438,0.025,0.17181,13.678,-831
322,1554928187,190410BAW130T,18.026,0.428,269.3,249,7198,-1480,57.28397,11.73954,0.441,0.025,0.17205,14.537,-801
317,1554928192,190410BAW130T,17.659,0.425,267.7,247.9,7073,-1409,57.28632,11.74996,0.445,0.026,0.17226,15.398,-767
312,1554928197,190410BAW130T,17.295,0.422,265.9,246.8,6949,-1287,57.28866,11.76032,0.449,0.026,0.17242,16.26,-729
307,1554928202,190410BAW130T,16.932,0.419,264.1,245.5,6824,-1146,57.291,11.77063,0.454,0.026,0.17253,17.122,-687
302,1554928207,190410BAW130T,16.572,0.416,262.1,243.9,6749,-997,57.2933,11.78087,0.46,0.026,0.1724,17.985,-632
297,1554928212,190410BAW130T,16.218,0.412,259.9,242.1,6699,-832,57.29558,11.79096,0.467,0.026,0.1982,18.911,1361
292,1554928217,190410BAW130T,15.869,0.409,257.7,240.1,6647,-681,57.29785,11.80086,0.474,0.027,0.2261,19.972,3534
287,1554928222,190410BAW130T,15.524,0.405,255.4,238.1,6598,-580,57.30014,11.81062,0.482,0.027,0.24093,21.139,4749
282,1554928227,190410BAW130T,15.182,0.401,252.9,235.9,6575,-534,57.30239,11.8203,0.491,0.027,0.24003,22.342,4802
277,1554928232,190410BAW130T,14.844,0.397,250.4,233.7,6522,-517,57.30458,11.82988,0.5,0.028,0.23099,23.519,4232
272,1554928237,190410BAW130T,14.513,0.393,247.7,231.3,6499,-505,57.30675,11.83929,0.511,0.028,0.2192,24.645,3478
267,1554928242,190410BAW130T,14.186,0.388,244.9,228.8,6447,-507,57.3089,11.84856,0.521,0.028,0.20382,25.702,2449
262,1554928247,190410BAW130T,13.862,0.384,242,226.2,6398,-524,57.31098,11.85774,0.533,0.029,0.18483,26.674,1162
257,1554928252,190410BAW130T,13.542,0.379,239,223.5,6375,-542,57.313,11.86688,0.546,0.029,0.16785,27.556,45
252,1554928257,190410BAW130T,13.226,0.374,236,220.9,6322,-553,57.315,11.87591,0.559,0.03,0.16502,28.388,-31
247,1554928262,190410BAW130T,12.915,0.369,233,218.2,6273,-549,57.317,11.88477,0.573,0.03,0.16371,29.21,6
242,1554928267,190410BAW130T,12.608,0.364,230.1,215.6,6224,-549,57.319,11.89348,0.587,0.031,0.16276,30.026,37
237,1554928272,190410BAW130T,12.303,0.36,227.2,213.1,6174,-556,57.321,11.90213,0.601,0.032,0.1631,30.84,60
232,1554928277,190410BAW130T,12.001,0.355,224.4,210.5,6148,-560,57.32298,11.91069,0.615,0.032,0.16332,31.657,81
227,1554928282,190410BAW130T,11.705,0.351,221.8,208.2,6099,-562,57.3249,11.91911,0.629,0.033,0.16361,32.474,92
222,1554928287,190410BAW130T,11.414,0.347,219.2,205.9,6050,-564,57.32675,11.92738,0.643,0.034,0.16389,33.293,183
