511 1554927905 1554928490 36.003 0.503 308.5 255.4 14582 -1653 57.16605 11.62575 0.426 0.025 0.13383 0.000 -918 299.4
307 1554928109 1554928490 19.562 0.445 278.5 250.0 9155 -1502 57.43926 11.59523 0.439 0.025 0.14879 28.694 -698 271.2
266 1554928150 1554928490 16.588 0.392 246.3 224.0 8195 -1227 57.45046 11.68426 0.545 0.029 0.15506 34.905 158 244.7
229 1554928187 1554928490 14.111 0.382 240.3 221.0 7457 -1198 57.41293 11.71519 0.559 0.030 0.15783 40.698 123 230.7
71 1554928345 1554928490 4.296 0.361 229.1 221.0 4347 -1171 57.48811 11.98490 0.557 0.030 0.17047 66.595 -241 220.7
0 1554928416 1554928490 0.000 0.319 203.2 200.0 3000 -1023 57.48107 12.11539 0.679 0.036 0.17804 78.948 -52 194.4
