1104,1554876741,1554877701,99.565,0.79,459.5,262.9,35871,-3016,58.36446,13.32314,0.465,0.028,0.11412,0,976,459
506,1554877339,1554877701,33.234,0.419,259.3,220,12673,-1202,57.61727,11.79015,0.601,0.031,0.12947,64.974,1026,267.3
456,1554877389,1554877701,29.526,0.411,255.4,220,11673,-1190,57.56997,11.71611,0.601,0.031,0.13196,71.505,962,266.5
406,1554877439,1554877701,25.838,0.404,251.4,220,10684,-1179,57.51183,11.67948,0.6,0.031,0.13469,78.167,886,257.7
354,1554877491,1554877701,22.132,0.396,247.5,220,9664,-1167,57.45025,11.68479,0.599,0.031,0.13781,85.247,795,247.9
300,1554877545,1554877701,18.442,0.389,243.4,220,8616,-1156,57.39403,11.73071,0.598,0.031,0.14137,92.779,691,237.9
236,1554877609,1554877701,14.254,0.38,238.7,220,7387,-1143,57.34646,11.82458,0.597,0.031,0.14608,101.97,565,218.5
71,1554877774,1554877701,4.298,0.361,228.4,221,4283,-1112,57.48801,11.98498,0.589,0.031,0.1609,127.237,332,220.8
0,1554877845,1554877701,0,0.319,202.7,200,3000,-1000,57.48107,12.11539,0.718,0.037,0.17149,138.971,-122,194.1
