1032,1554876741,1554877701,93.928,0.79,458.3,274.6,33953,-3198,58.3637,13.32159,0.424,0.027,0.11253,0,314,460.8
422,1554877351,1554877701,27.689,0.406,252.7,220,10999,-1182,57.61757,11.79076,0.6,0.031,0.13379,66.572,911,263.3
371,1554877402,1554877701,23.959,0.4,249.9,221,9996,-1178,57.57005,11.71616,0.594,0.031,0.13662,73.466,818,262.3
320,1554877453,1554877701,20.266,0.391,244.9,220,9003,-1160,57.51183,11.67948,0.598,0.031,0.14001,80.519,730,251.7
267,1554877506,1554877701,16.577,0.386,242.1,221,7980,-1155,57.45051,11.68459,0.592,0.031,0.14359,88.033,627,241.4
230,1554877543,1554877701,14.112,0.379,238.3,220,7272,-1141,57.41298,11.71514,0.597,0.031,0.14655,93.4,554,223.2
71,1554877702,1554877701,4.298,0.361,228.4,221,4283,-1112,57.4881,11.98484,0.589,0.031,0.1609,117.789,332,221.3
0,1554877773,1554877701,0,0.319,202.7,200,3000,-1000,57.48107,12.11539,0.718,0.037,0.17149,129.523,-122,194.1
