958,1554876741,1554877701,87.969,0.79,458.8,288,31831,-3477,58.36432,13.32285,0.384,0.026,0.11039,0,-564,462.7
332,1554877367,1554877701,21.648,0.393,245.8,220,9236,-1163,57.61728,11.79017,0.598,0.031,0.13922,69.007,753,261.3
281,1554877418,1554877701,17.937,0.388,243.1,221,8249,-1158,57.56994,11.71609,0.592,0.031,0.14257,76.191,654,258.9
230,1554877469,1554877701,14.294,0.379,238.3,220,7272,-1141,57.51255,11.67984,0.597,0.031,0.14655,83.562,554,240.2
71,1554877628,1554877701,4.298,0.361,228.4,221,4283,-1112,57.48822,11.9848,0.589,0.031,0.1609,107.951,332,222
0,1554877699,1554877701,0,0.319,202.7,200,3000,-1000,57.48107,12.11539,0.718,0.037,0.17149,119.685,-122,194.1
