345 1554899555 1554900130 23.702 0.454 284.0 251.0 10003 -1456 57.12481 12.29826 0.462 0.026 0.13110 0.000 136 276.9
220 1554899680 1554900130 14.311 0.391 247.1 228.0 7085 -1198 57.27961 12.33792 0.556 0.029 0.14607 17.087 542 248.4
68 1554899832 1554900130 4.319 0.359 226.9 220.0 4228 -1104 57.43005 12.20676 0.594 0.031 0.16138 40.487 319 229.1
0 1554899900 1554900130 0.000 0.319 202.9 200.0 3000 -1001 57.48107 12.11539 0.718 0.037 0.17149 51.737 -122 206.4
