883,1554876741,1554877701,80.557,0.756,440.2,288.6,29560,-2400,58.36392,13.32204,0.378,0.025,0.10698,0,-1369,445.7
226,1554877398,1554877701,14.29,0.378,238,220,7196,-1141,57.6175,11.79062,0.597,0.031,0.14687,74.882,546,242.8
71,1554877553,1554877701,4.298,0.361,228.4,221,4283,-1112,57.48835,11.98494,0.589,0.031,0.1609,98.684,332,222.9
0,1554877624,1554877701,0,0.319,202.7,200,3000,-1000,57.48107,12.11539,0.718,0.037,0.17149,110.418,-122,194.1
