491 1554886844 1554887444 32.042 0.442 273.2 231.0 12945 -1370 57.27842 11.53011 0.489 0.028 0.11915 0.000 1013 265.1
329 1554887006 1554887444 20.575 0.399 249.8 223.0 9345 -1235 57.45026 11.68437 0.521 0.029 0.13276 20.427 1695 246.7
274 1554887061 1554887444 16.855 0.386 242.4 220.0 8239 -1194 57.39408 11.73063 0.534 0.030 0.13676 27.839 1882 236.0
231 1554887104 1554887444 14.054 0.382 240.2 221.0 7386 -1186 57.36247 11.79343 0.529 0.030 0.13984 33.786 1925 225.6
70 1554887265 1554887444 4.272 0.359 227.1 220.0 4284 -1126 57.48817 11.98562 0.532 0.030 0.15033 57.167 2172 221.7
0 1554887335 1554887444 0.000 0.319 203.0 200.0 3000 -995 57.48107 12.11539 0.642 0.036 0.15357 67.827 2782 196.4
