1010 1554905924 1554906924 90.570 0.780 451.6 276.7 32997 -3167 58.27995 13.31732 0.421 0.026 0.09032 0.000 -1455 453.6
421 1554906513 1554906924 27.623 0.410 254.9 221.0 11300 -1255 57.61678 11.78937 0.602 0.033 0.14199 68.067 1168 261.1
370 1554906564 1554906924 23.964 0.400 249.9 220.0 10243 -1233 57.57015 11.71622 0.607 0.033 0.14528 75.392 1325 257.8
318 1554906616 1554906924 20.253 0.393 246.0 220.0 9179 -1217 57.51163 11.67949 0.606 0.034 0.14869 83.036 1452 251.3
265 1554906669 1554906924 16.583 0.387 243.2 221.0 8109 -1206 57.45059 11.68458 0.599 0.033 0.15220 91.010 1549 244.0
228 1554906706 1554906924 14.101 0.380 239.5 220.0 7371 -1189 57.41301 11.71545 0.604 0.034 0.15458 96.685 1646 231.3
70 1554906864 1554906924 4.272 0.359 227.4 220.0 4302 -1136 57.48817 11.98559 0.602 0.034 0.16467 121.916 1903 221.4
0 1554906934 1554906924 0.000 0.319 203.1 200.0 3000 -1040 57.48107 12.11539 0.727 0.042 0.16798 133.584 2317 196.4
